Column1,District,Households,Households_Rural,Households_Rural_Dilapidated,Households_Rural_Livable,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Dilapidated,Households_Urban_Livable,Households_Urban_Toilet_Premise,Sum,premise,no on premise,percent
0,Kupwara,181664,158438,13150.354,92052.478,77476.182,23226,1114.848,11496.87,16304.652,181664,93780.834,87883.166,48.3767648
1,Badgam,187839,160649,6265.311,74380.487,133820.617,27190,706.94,9190.22,24579.76,187839,158400.377,29438.623,15.67226348
2,Leh(Ladakh),54394,36920,775.32,19013.8,32526.52,17474,192.214,9540.804,16740.092,54394,49266.612,5127.388,9.426385263
3,Kargil,48144,40370,1412.95,29591.21,39078.16,7774,93.288,5348.512,7579.65,48144,46657.81,1486.19,3.086968262
4,Punch,147408,132139,3171.336,78622.705,18103.043,15269,122.152,4168.437,11497.557,147408,29600.6,117807.4,79.91927168
5,Rajouri,213578,196070,5293.89,103721.03,19999.14,17508,297.636,3256.488,14969.34,213578,34968.48,178609.52,83.62730244
6,Kathua,214847,181374,6348.09,66564.258,25755.108,33473,1037.663,9037.71,22460.383,214847,48215.491,166631.509,77.55822004
7,Baramula,259475,210543,11158.779,97060.323,156433.449,48932,2446.6,16636.88,45262.1,259475,201695.549,57779.451,22.26782966
8,Bandipore,98076,80521,5958.554,43239.777,56445.221,17555,754.865,5442.05,16554.365,98076,72999.586,25076.414,25.56834904
9,Srinagar,262239,4518,284.634,1734.912,4007.466,257721,5669.862,59791.272,252824.301,262239,256831.767,5407.233,2.061948452
10,Ganderbal,77346,63788,6059.86,30235.512,44332.66,13558,610.11,2982.76,12378.454,77346,56711.114,20634.886,26.67867246
11,Pulwama,169223,147520,6785.92,63433.6,92495.04,21703,651.09,9202.072,19771.433,169223,112266.473,56956.527,33.65767478
12,Shupiyan,80888,75616,4461.344,25104.512,44613.44,5272,173.976,1813.568,4997.856,80888,49611.296,31276.704,38.66667985
13,Anantnag,277733,207067,10560.417,89660.011,105190.036,70666,2190.646,20139.81,53352.83,277733,158542.866,119190.134,42.9153662
14,Kulgam,121130,95952,4509.744,47016.48,40011.984,25178,1057.476,10574.76,14729.13,121130,54741.114,66388.886,54.80796335
15,Doda,133617,122267,1956.272,73360.2,29344.08,11350,329.15,2689.95,10600.9,133617,39944.98,93672.02,70.1048669
16,Ramban,89622,84281,1769.901,43404.715,15002.018,5341,128.184,1030.813,4417.007,89622,19419.025,70202.975,78.33230122
17,Kishtwar,78371,72378,2460.852,37636.56,14475.6,5993,41.951,809.055,5597.462,78371,20073.062,58297.938,74.38713044
18,Udhampur,183360,148664,2973.28,66452.808,11001.136,34696,624.528,5898.32,26056.696,183360,37057.832,146302.168,79.78957679
19,Reasi,107833,95572,1433.58,52469.028,8601.48,12261,134.871,4843.095,9661.668,107833,18263.148,89569.852,83.06348891
20,Jammu,502609,254566,12473.734,97753.344,62623.236,248043,8433.462,56057.718,210588.507,502609,273211.743,229397.257,45.64129512
21,Samba,114236,94247,3110.151,28745.335,24504.22,19989,219.879,3558.042,14132.223,114236,38636.443,75599.557,66.17839998
22,Chamba,200231,186395,4287.085,70830.1,90960.76,13836,96.852,2573.496,12037.32,200231,102998.08,97232.92,48.56037277
23,Kangra,627328,588321,8236.494,148845.213,378878.724,39007,624.112,7411.33,32102.761,627328,410981.485,216346.515,34.48698528
24,Lahul and Spiti,17434,17434,209.208,4794.35,9449.228,0,0,0,0,17434,9449.228,7984.772,45.8
25,Kullu,188704,167995,2687.92,47038.6,137755.9,20709,144.963,3582.657,19052.28,188704,156808.18,31895.82,16.90256698
26,Mandi,462825,431129,4311.29,93123.864,384135.939,31696,190.176,5451.712,29255.408,462825,413391.347,49433.653,10.68085194
27,Hamirpur,211348,196116,1961.16,42361.056,174739.356,15232,243.712,5651.072,10464.384,211348,185203.74,26144.26,12.37024244
28,Una,205217,185091,2776.365,93470.955,46272.75,20126,120.756,3461.672,18576.298,205217,64849.048,140367.952,68.39976805
29,Bilaspur,164445,152458,2286.87,76991.29,38114.5,11987,191.792,4447.177,8235.069,164445,46349.569,118095.431,71.8145465
30,Solan,244296,192787,2699.018,48775.111,113358.756,51509,2472.432,12568.196,38425.714,244296,151784.47,92511.53,37.86862249
31,Sirmaur,192156,171102,2224.326,46026.438,117718.176,21054,168.432,3558.126,19685.49,192156,137403.666,54752.334,28.4936895
32,Shimla,375165,279269,3630.497,75123.361,192137.072,95896,2972.776,34618.456,63003.672,375165,255140.744,120024.256,31.99239161
33,Kinnaur,44514,44514,2314.728,26307.774,7389.324,0,0,0,0,44514,7389.324,37124.676,83.4
34,Gurdaspur,606348,420860,21884.72,248728.26,69862.76,185488,5750.128,66961.168,121865.616,606348,191728.376,414619.624,68.37981225
35,Kapurthala,261203,165433,3143.227,40531.085,114148.77,95770,1340.78,17908.99,86001.46,261203,200150.23,61052.77,23.37368637
36,Jalandhar,708130,330339,9249.492,102074.751,187962.891,377791,3777.91,74424.827,363057.151,708130,551020.042,157109.958,22.18659822
37,Hoshiarpur,551265,422673,9721.479,103132.212,252758.454,128592,1671.696,23275.152,116632.944,551265,369391.398,181873.602,32.99204593
38,Shahid Bhagat Singh Nagar,231551,183168,16485.12,90484.992,91767.168,48383,2515.916,19885.413,41415.848,231551,133183.016,98367.984,42.48221083
39,Fatehgarh Sahib,174896,117559,7171.099,48669.426,90990.666,57337,2350.817,18347.84,53954.117,174896,144944.783,29951.217,17.12515838
40,Ludhiana,1036821,395032,24491.984,184479.944,300224.32,641789,30805.872,244521.609,614833.862,1036821,915058.182,121762.818,11.74386109
41,Moga,288439,214295,13929.175,87860.95,122148.15,74144,3633.056,25431.392,65914.016,288439,188062.166,100376.834,34.8000215
42,Firozpur,502390,348522,18820.188,139757.322,232812.696,153868,10001.42,55392.48,130941.668,502390,363754.364,138635.636,27.59522204
43,Muktsar,224157,149507,9568.448,58457.237,123343.275,74650,3359.25,26351.45,70096.35,224157,193439.625,30717.375,13.70350915
44,Faridkot,158863,99946,7096.166,45075.646,87452.75,58917,2886.933,24097.053,57090.573,158863,144543.323,14319.677,9.013852817
45,Bathinda,355722,218159,16143.766,98607.868,186307.786,137563,9216.721,47871.924,130272.161,355722,316579.947,39142.053,11.00355137
46,Mansa,196389,145603,15725.124,74111.927,96971.598,50786,3605.806,20873.046,46062.902,196389,143034.5,53354.5,27.16776398
47,Patiala,517369,299279,32022.853,158019.312,216378.717,218090,19846.19,87890.27,195844.82,517369,412223.537,105145.463,20.32310846
48,Amritsar,660953,275477,21211.729,134983.73,220657.077,385476,31223.556,155732.304,357721.728,660953,578378.805,82574.195,12.49320224
49,Tarn Taran,267174,222717,16481.058,113808.387,187750.431,44457,2400.678,14404.068,41389.467,267174,229139.898,38034.102,14.23570482
50,Rupnagar,208699,148162,10667.664,68895.33,93193.898,60537,3571.683,20643.117,51456.45,208699,144650.348,64048.652,30.68948677
51,Sahibzada Ajit Singh Nagar,291335,117293,8327.803,56300.64,90667.489,174042,7309.764,56041.524,168646.698,291335,259314.187,32020.813,10.99106287
52,Sangrur,448944,292156,22788.168,161270.112,177630.848,156788,8466.552,66634.9,146439.992,448944,324070.84,124873.16,27.81486332
53,Barnala,156799,102577,8308.737,57135.389,66469.896,54222,3849.762,23640.792,47552.694,156799,114022.59,42776.41,27.28104771
54,Chandigarh,298367,8911,534.66,3172.316,5070.359,289456,14472.8,79889.856,265431.152,298367,270501.511,27865.489,9.339333438
55,Uttarkashi,121209,112148,8186.804,48447.936,68073.836,9061,344.318,2147.457,8372.364,121209,76446.2,44762.8,36.93026095
56,Chamoli,186340,163434,9969.474,74689.338,128459.124,22906,1076.582,7879.664,21073.52,186340,149532.644,36807.356,19.75279382
57,Rudraprayag,117159,112705,7325.825,56014.385,90389.41,4454,262.786,1826.14,4017.508,117159,94406.918,22752.082,19.41983288
58,Tehri Garhwal,254236,227059,6357.652,106490.671,199811.92,27177,951.195,7229.082,23807.052,254236,223618.972,30617.028,12.0427587
59,Dehradun,497638,228245,6847.35,61626.15,90156.775,269393,2155.144,42833.487,246494.595,497638,336651.37,160986.63,32.3501481
60,Garhwal,316462,279682,6992.05,73556.366,131450.54,36780,331.02,4266.48,32182.5,316462,163633.04,152828.96,48.29298936
61,Pithoragarh,209943,183687,3490.053,36370.026,93680.37,26256,78.768,2546.832,24050.496,209943,117730.866,92212.134,43.92246181
62,Bageshwar,99911,96031,2688.868,26504.556,48111.531,3880,27.16,411.28,3720.92,99911,51832.451,48078.549,48.12137703
63,Almora,281138,260056,10142.184,69434.952,194001.776,21082,505.968,4300.728,20070.064,281138,214071.84,67066.16,23.85524547
64,Champawat,98041,85202,1533.636,21385.702,41152.566,12839,141.229,1848.816,12158.533,98041,53311.099,44729.901,45.62366867
65,Nainital,298663,193086,4440.978,49043.844,92681.28,105577,527.885,10452.123,101881.805,298663,194563.085,104099.915,34.85531017
66,Udham Singh Nagar,414659,269406,7812.774,67620.906,144132.21,145253,1307.277,13218.023,130727.7,414659,274859.91,139799.09,33.71423025
67,Hardwar,488011,301828,5131.076,72740.548,155743.248,186183,2420.379,26996.535,171102.177,488011,326845.425,161165.575,33.02498817
68,Panchkula,164551,70895,4253.7,28570.685,28641.58,93656,5525.704,26317.336,74831.144,164551,103472.724,61078.276,37.11814331
69,Ambala,315256,175365,8943.615,55590.705,121703.31,139891,4196.73,27698.418,132616.668,315256,254319.978,60936.022,19.32906019
70,Yamunanagar,357723,214464,14369.088,98438.976,122030.016,143259,5730.36,52146.276,131798.28,357723,253828.296,103894.704,29.04333912
71,Kurukshetra,291821,203553,10788.309,98316.099,102183.606,88268,1941.896,22331.804,81736.168,291821,183919.774,107901.226,36.97514093
72,Kaithal,306787,231091,11323.459,81344.032,101680.04,75696,3557.712,17182.992,66309.696,306787,167989.736,138797.264,45.24222474
73,Karnal,428602,292682,12585.326,129365.444,149560.502,135920,4485.36,38601.28,121376.56,428602,270937.062,157664.938,36.78586148
74,Panipat,327306,173502,11104.128,81719.442,79810.92,153804,6152.16,52139.556,141345.876,327306,221156.796,106149.204,32.43118183
75,Sonipat,417434,283858,12205.894,130574.68,196145.878,133576,4675.16,39538.496,123424.224,417434,319570.102,97863.898,23.44416075
76,Jind,368000,278335,13360.08,134992.475,160599.295,89665,3676.265,33086.385,74152.955,368000,234752.25,133247.75,36.20862772
77,Fatehabad,258380,203020,9947.98,96434.5,139271.72,55360,1439.36,16220.48,50709.76,258380,189981.48,68398.52,26.4720644
78,Sirsa,338792,245476,10309.992,116846.576,163732.492,93316,2706.164,36393.24,88556.884,338792,252289.376,86502.624,25.53266429
79,Hisar,456126,302013,14194.611,151610.526,169731.306,154113,5239.842,54864.228,142092.186,456126,311823.492,144302.508,31.63654517
80,Bhiwani,456282,357047,17852.35,182451.017,183165.111,99235,2778.58,33640.665,86929.86,456282,270094.971,186187.029,40.80525399
81,Rohtak,306942,175203,9986.571,81294.192,127722.987,131739,6455.211,44527.782,119750.751,306942,247473.738,59468.262,19.3744297
82,Jhajjar,290144,211816,12497.144,88327.272,185339,78328,3211.448,25848.24,75116.552,290144,260455.552,29688.448,10.23231499
83,Mahendragarh,267942,223726,12304.93,104032.59,139828.75,44216,1459.128,14237.552,39573.32,267942,179402.07,88539.93,33.04443872
84,Rewari,268754,199449,10570.797,91547.091,98128.908,69305,3049.42,28830.88,60156.74,268754,158285.648,110468.352,41.10389129
85,Gurgaon,523691,141703,6660.041,69859.579,82754.552,381988,10313.676,127202.004,351810.948,523691,434565.5,89125.5,17.01871905
86,Mewat,223635,187398,9182.502,84516.498,109627.83,36237,1630.665,14820.933,33229.329,223635,142857.159,80777.841,36.12039305
87,Faridabad,470681,87700,2718.7,36921.7,34203,382981,10723.468,142468.932,295661.332,470681,329864.332,140816.668,29.91764443
88,Palwal,249159,186069,6140.277,77590.773,92662.362,63090,1514.16,19557.9,55393.02,249159,148055.382,101103.618,40.57795143
89,North West,1026867,67592,2162.944,26563.656,44340.352,959275,37411.725,262841.35,879655.175,1026867,923995.527,102871.473,10.01799386
90,North,301071,4512,406.08,2635.008,803.136,296559,14234.832,122182.308,185349.375,301071,186152.511,114918.489,38.16989647
91,North East,487581,5326,229.018,2300.832,3121.036,482255,11574.12,188561.705,430171.46,487581,433292.496,54288.504,11.13425339
92,East,462218,1086,68.418,554.946,348.606,461132,16600.752,166929.784,381817.296,462218,382165.902,80052.098,17.31912171
93,New Delhi,52664,0,0,0,0,52664,1737.912,18116.416,45238.376,52664,45238.376,7425.624,14.1
94,Central,194897,0,0,0,0,194897,6821.395,72306.787,175212.403,194897,175212.403,19684.597,10.1
95,West,701512,1809,50.652,658.476,1718.55,699703,13994.06,249094.268,665417.553,701512,667136.103,34375.897,4.900257872
96,South West,647682,41179,494.148,2758.993,40396.599,606503,11523.557,146773.726,566473.802,647682,606870.401,40811.599,6.30117851
97,South,731063,2918,52.524,1409.394,2541.578,728145,20388.06,209705.76,654602.355,731063,657143.933,73919.067,10.11117605
98,Ganganagar,562594,397697,13124.001,141182.435,348780.269,164897,4287.322,45676.469,150386.064,562594,499166.333,63427.667,11.27414565
99,Hanumangarh,497753,389059,17896.714,160681.367,352487.454,108694,3152.126,32934.282,95650.72,497753,448138.174,49614.826,9.967760315
100,Bikaner,531933,335754,8393.85,141352.434,272968.002,196179,6473.907,63169.638,183623.544,531933,456591.546,75341.454,14.16371122
101,Churu,493893,344897,8277.528,126922.096,283850.231,148996,4618.876,47976.712,139907.244,493893,423757.475,70135.525,14.20055052
102,Jhunjhunun,650809,500452,24522.148,253228.712,147633.34,150357,2556.069,41047.461,139230.582,650809,286863.922,363945.078,55.92194914
103,Alwar,995261,782294,45373.052,306659.248,367678.18,212967,4685.274,64741.968,186346.125,995261,554024.305,441236.695,44.33376722
104,Bharatpur,0,0,0,0,0,129697,2334.546,32943.038,107000.025,129697,107000.025,22696.975,17.5
105,Dhaulpur,273296,214670,7728.12,84794.65,31771.16,58626,938.016,16884.288,46490.418,273296,78261.578,195034.422,71.36380408
106,Karauli,364355,305047,14337.209,166250.615,23793.666,59308,1423.392,24909.36,41219.06,364355,65012.726,299342.274,82.15676305
107,Sawai Madhopur,353321,282057,18615.762,164721.288,13538.736,71264,2494.24,28363.072,44753.792,353321,58292.528,295028.472,83.50153883
108,Dausa,420694,361084,20220.704,225316.416,29608.888,59610,1847.91,24738.15,37196.64,420694,66805.528,353888.472,84.12016145
109,Jaipur,1732679,754841,33213.004,416672.232,66426.008,977838,25423.788,340287.624,705999.036,1732679,772425.044,960253.956,55.42018781
110,Sikar,705834,527560,27960.68,248480.76,49063.08,178274,2495.836,47777.432,137270.98,705834,186334.06,519499.94,73.60086649
111,Nagaur,842201,675712,28379.904,287853.312,148656.64,166489,1997.868,45118.519,151005.523,842201,299662.163,542538.837,64.41916324
112,Jodhpur,891657,584215,16358.02,183443.51,234854.43,307442,4919.072,82701.898,260403.374,891657,495257.804,396399.196,44.45646656
113,Jaisalmer,189947,159117,10024.371,73830.288,42166.005,30830,739.92,9865.6,24848.98,189947,67014.985,122932.015,64.71911375
114,Barmer,598805,542825,28226.9,268698.375,74367.025,55980,951.66,14442.84,50437.98,598805,124805.005,473999.995,79.15765483
115,Jalor,467418,419216,13414.912,235180.176,70009.072,48202,819.434,19473.608,32054.33,467418,102063.402,365354.598,78.16442627
116,Sirohi,308174,238535,12642.355,141689.79,23137.895,69639,1740.975,20195.31,57661.092,308174,80798.987,227375.013,73.78137448
117,Pali,652717,512909,43084.356,267225.589,57958.717,139808,5592.32,51029.92,86541.152,652717,144499.869,508217.131,77.86178865
118,Ajmer,684254,409335,28244.115,207942.18,66312.27,274919,5223.461,73678.292,187494.758,684254,253807.028,430446.972,62.90748348
119,Tonk,380666,298911,16141.194,149754.411,55896.357,81755,2043.875,27142.66,56492.705,380666,112389.062,268276.938,70.47567631
120,Bundi,303288,239836,8154.424,119678.164,33816.876,63452,697.972,17703.108,54695.624,303288,88512.5,214775.5,70.81569333
121,Bhilwara,675880,530015,10070.285,286738.115,36571.035,145865,3646.625,52948.995,95833.305,675880,132404.34,543475.66,80.41008167
122,Rajsamand,365676,304622,10357.148,171502.186,25283.626,61054,1221.08,20514.144,39196.668,365676,64480.294,301195.706,82.36682364
123,Dungarpur,354363,322816,11621.376,179162.88,33895.68,31547,410.111,9495.647,23565.609,354363,57461.289,296901.711,83.78462509
124,Banswara,429844,390437,16398.354,213178.602,44119.381,39407,394.07,12176.763,28136.598,429844,72255.979,357588.021,83.19018551
125,Chittaurgarh,455653,366780,22740.36,227770.38,33376.98,88873,1866.333,22751.488,65854.893,455653,99231.873,356421.127,78.22205209
126,Kota,515189,203454,18514.314,139569.444,14038.326,311735,7169.905,73257.725,257181.375,515189,271219.701,243969.299,47.35530048
127,Baran,318988,249184,8970.624,136802.016,23921.664,69804,1256.472,18707.472,50607.9,318988,74529.564,244458.436,76.6356214
128,Jhalawar,362387,298624,8361.472,138262.912,36730.752,63763,1211.497,18682.559,48969.984,362387,85700.736,276686.264,76.35104571
129,Udaipur,848218,665449,20628.919,337382.643,49908.675,182769,3655.38,63786.381,104726.637,848218,154635.312,693582.688,81.76939042
130,Pratapgarh,234082,209813,9021.959,125258.361,15106.536,24269,509.649,7280.7,16235.961,234082,31342.497,202739.503,86.61046257
131,Saharanpur,889238,605082,22993.116,363654.282,56272.626,284156,3409.872,62514.32,244942.472,889238,301215.098,588022.902,66.12660525
132,Muzaffarnagar,969850,673746,16843.65,425807.472,41772.252,296104,4145.456,71064.96,207568.904,969850,249341.156,720508.844,74.29075053
133,Bijnor,908523,683875,17096.875,432209,42400.25,224648,6739.44,71213.416,143999.368,908523,186399.618,722123.382,79.48322519
134,Moradabad,1047916,692398,43621.074,309501.906,78240.974,355518,4977.252,85324.32,249218.118,1047916,327459.092,720456.908,68.75139878
135,Rampur,539992,396775,24996.825,177358.425,44835.575,143217,4296.51,45399.789,91802.097,539992,136637.672,403354.328,74.69635254
136,Jyotiba Phule Nagar,451374,335888,19145.616,156187.92,144095.952,115486,3580.066,43076.278,106247.12,451374,250343.072,201030.928,44.53755156
137,Meerut,803823,381520,17549.92,191523.04,209454.48,422303,13513.696,168921.2,391052.578,803823,600507.058,203315.942,25.29362086
138,Baghpat,316046,246055,13533.025,129424.93,124011.72,69991,2239.712,29886.157,64671.684,316046,188683.404,127362.596,40.29875271
139,Ghaziabad,1191723,355407,21324.42,225683.445,169884.546,836316,26762.112,386377.992,782791.776,1191723,952676.322,239046.678,20.05891285
140,Gautam Buddha Nagar,509770,170835,10591.77,110871.915,96350.94,338935,13218.465,164383.475,319615.705,509770,415966.645,93803.355,18.40111325
141,Bulandshahr,880077,658449,38848.491,398361.645,265354.947,221628,8865.12,112365.396,203897.76,880077,469252.707,410824.293,46.68049421
142,Aligarh,858059,582117,23866.797,290476.383,309104.127,275942,5794.782,99063.178,256350.118,858059,565454.245,292604.755,34.10077337
143,Mahamaya Nagar,373033,288150,9220.8,150702.45,169432.2,84883,2631.373,39470.595,73423.795,373033,242855.995,130177.005,34.89691395
144,Mathura,585290,407488,14669.568,206596.416,243677.824,177802,3200.436,60630.482,168556.296,585290,412234.12,173055.88,29.56754429
145,Agra,903823,496971,11927.304,210218.733,256934.007,406852,5289.076,114325.412,372269.58,903823,629203.587,274619.413,30.38420277
146,Firozabad,535368,349747,15039.121,196907.561,108071.823,185621,5197.388,80373.893,157777.85,535368,265849.673,269518.327,50.34262918
147,Mainpuri,411258,338475,14554.425,191915.325,72433.65,72783,1965.141,30859.992,61428.852,411258,133862.502,277395.498,67.45048072
148,Budaun,867624,710956,29860.152,391736.756,117307.74,156668,5013.376,72693.952,113897.636,867624,231205.376,636418.624,73.35189252
149,Bareilly,994411,631613,25264.52,336649.729,123796.148,362798,8344.354,146933.19,294591.976,994411,418388.124,576022.876,57.92603622
150,Pilibhit,461390,371752,15985.336,196656.808,61710.832,89638,1703.122,34241.716,73503.16,461390,135213.992,326176.008,70.69420837
151,Shahjahanpur,655003,520289,34859.363,299686.464,59312.946,134714,5388.56,70185.994,110600.194,655003,169913.14,485089.86,74.05918141
152,Kheri,862610,754938,56620.35,403136.892,101916.63,107672,4737.568,44791.552,81184.688,862610,183101.318,679508.682,78.77356882
153,Sitapur,938902,827583,67034.223,541239.282,173792.43,111319,7013.097,57663.242,86272.225,938902,260064.655,678837.345,72.30119278
154,Hardoi,907677,786613,60569.201,495566.19,352402.624,121064,4842.56,56415.824,111742.072,907677,464144.696,443532.304,48.86455248
155,Unnao,717356,596317,54861.164,373890.759,211692.535,121039,10167.276,55193.784,107482.632,717356,319175.167,398180.833,55.50672651
156,Lucknow,1061721,344155,41298.6,211655.325,92921.85,717566,58840.412,356630.302,616389.194,1061721,709311.044,352409.956,33.1923317
157,Rae Bareli,778418,705025,78257.775,451216,129019.575,73393,6531.977,33613.994,55925.466,778418,184945.041,593472.959,76.240909
158,Farrukhabad,411490,316647,38314.287,196004.493,37680.993,94843,8061.655,40213.432,68286.96,411490,105967.953,305522.047,74.24774527
