District,Households,Households_Rural,Households_Rural_Dilapidated,Households_Rural_Livable,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Dilapidated,Households_Urban_Livable,Households_Urban_Toilet_Premise,State/UT
Bhavnagar,744077.0,387251.0,10068.526000000002,127018.32799999998,171939.444,356826.0,4638.738,77788.068,303302.1,Gujarat
Anand,621987.0,413078.0,8674.638,169775.05800000002,128467.258,208909.0,3342.544,56614.33900000001,160233.203,Gujarat
Kheda,622026.0,461479.0,10614.017,168901.31399999998,197513.012,160547.0,2087.1110000000003,39173.468,129721.976,Gujarat
Panch Mahals,567601.0,463363.0,9267.26,187662.015,152446.42699999997,104238.0,625.428,24912.881999999998,96003.19799999999,Gujarat
Dohad,376504.0,323697.0,7445.031,117825.708,67328.97600000001,52807.0,739.2979999999999,12568.066,36964.899999999994,Gujarat
Vadodara,1240425.0,547454.0,8211.81,155476.936,240879.76,692971.0,7622.6810000000005,151760.64899999998,599419.915,Gujarat
Narmada,160369.0,138121.0,2209.936,41574.421,48066.108,22248.0,222.48000000000002,5117.04,18643.824,Gujarat
Bharuch,481996.0,300677.0,6915.571,91405.808,117564.70700000001,181319.0,2357.1470000000004,44604.474,140340.90600000002,Gujarat
The Dangs,59618.0,52102.0,885.734,17037.354,23966.920000000002,7516.0,105.22399999999999,1796.3239999999998,6441.2119999999995,Gujarat
Navsari,409156.0,267739.0,4551.563,77376.571,139492.019,141417.0,1414.17,34929.998999999996,110870.928,Gujarat
Valsad,498391.0,262410.0,3936.1499999999996,87120.12000000001,84233.61,235981.0,2595.791,60647.117,192560.49599999998,Gujarat
Surat,1899838.0,369840.0,7766.64,152743.91999999998,152743.91999999998,1529998.0,19889.974000000002,399329.478,1269898.3399999999,Gujarat
Tapi,218489.0,192272.0,4806.8,81138.78400000001,48837.088,26217.0,393.255,6554.25,20580.345,Gujarat
Diu,18850.0,9788.0,254.48800000000003,4933.152,1663.96,9062.0,99.68200000000002,2211.128,7621.142,Daman and Diu
Daman,71079.0,10006.0,210.126,5953.57,610.366,61073.0,671.8030000000001,14413.228000000001,43850.414,Daman and Diu
Dadra AND Nagar Haveli,108783.0,48221.0,964.4200000000001,22181.66,13742.984999999999,60562.0,484.49600000000004,12051.838,55656.478,Dadra and Nagar Haveli
Nandurbar,405012.0,333440.0,4334.72,146380.16,53350.4,71572.0,1359.868,24119.764000000003,53464.284,Maharashtra
Dhule,528790.0,382777.0,5741.655,146220.814,175311.86599999998,146013.0,876.078,29494.625999999997,130535.622,Maharashtra
Jalgaon,1169788.0,796223.0,8758.453000000001,289028.94899999996,201444.419,373565.0,2614.955,100115.42000000001,215920.56999999998,Maharashtra
Buldana,728192.0,575405.0,8055.669999999999,198514.72499999998,256055.225,152787.0,1375.083,30557.4,130938.459,Maharashtra
Akola,504235.0,308158.0,4006.0540000000005,122338.72600000001,85051.60800000001,196077.0,1764.6930000000002,48234.942,149018.52,Maharashtra
Washim,330846.0,274925.0,3299.1,84951.825,137187.575,55921.0,279.605,11072.358,52453.897999999994,Maharashtra
Amravati,781815.0,508921.0,5089.21,184738.323,117051.83,272894.0,2183.152,81322.412,211492.85,Maharashtra
Wardha,388704.0,268486.0,805.458,34097.722,116254.438,120218.0,240.436,12863.326,89802.846,Maharashtra
Nagpur,1308366.0,430844.0,3877.5960000000005,113742.816,246873.612,877522.0,5265.1320000000005,325560.662,761689.096,Maharashtra
Bhandara,356418.0,283843.0,2270.744,129148.565,75218.395,72575.0,145.15,15095.600000000002,59003.475,Maharashtra
Gondiya,386515.0,319702.0,12468.378,156334.278,71293.546,66813.0,2204.829,19509.395999999997,42426.255,Maharashtra
Gadchiroli,330840.0,293586.0,9981.924,109801.164,54900.582,37254.0,596.064,8456.658,24326.862,Maharashtra
Chandrapur,684655.0,451324.0,24822.82,175565.036,101999.224,233331.0,3966.6270000000004,63232.701,151431.81900000002,Maharashtra
Yavatmal,798132.0,629243.0,42159.281,295114.967,183109.71300000002,168889.0,5911.115000000001,58097.816,102853.401,Maharashtra
Nanded,821682.0,591119.0,41969.44899999999,280781.52499999997,182655.771,230563.0,8530.831000000002,77930.294,166697.049,Maharashtra
Hingoli,284369.0,242456.0,16244.552000000001,112257.128,66675.40000000001,41913.0,1089.738,14962.941000000003,28207.448999999997,Maharashtra
Parbhani,427239.0,293480.0,19369.68,130892.08,120620.28000000001,133759.0,3879.0109999999995,41866.567,105134.574,Maharashtra
Jalna,502830.0,404746.0,38450.87,176874.00200000004,191040.11200000002,98084.0,3629.1080000000006,23540.16,76897.856,Maharashtra
Aurangabad,979132.0,551789.0,45798.487,215197.71000000002,254374.72900000002,427343.0,11965.604,101280.291,384608.7,Maharashtra
Nashik,1668932.0,904661.0,73277.541,394432.196,504800.83799999993,764271.0,25985.214000000004,191067.75,644280.453,Maharashtra
Thane,3618151.0,713994.0,37127.688,287739.582,339147.14999999997,2904157.0,95837.18100000001,784122.39,2244913.361,Maharashtra
Mumbai Suburban,3078829.0,0.0,0.0,0.0,0.0,3078829.0,123153.16,831283.8300000001,2028948.311,Maharashtra
Mumbai,1107321.0,0.0,0.0,0.0,0.0,1107321.0,37648.914000000004,279044.892,793949.1570000001,Maharashtra
Raigarh,959028.0,581868.0,47131.308000000005,272896.092,126847.224,377160.0,14709.24,110507.87999999999,257223.12000000002,Maharashtra
Pune,3222457.0,1165718.0,90926.004,596847.616,223817.856,2056739.0,82269.56,719858.6499999999,1505532.9479999999,Maharashtra
Ahmadnagar,1323404.0,1041393.0,62483.579999999994,486330.531,280134.71699999995,282011.0,8742.341,109138.257,185281.227,Maharashtra
Bid,698571.0,563114.0,46738.462,266352.92199999996,74894.16200000001,135457.0,5960.108,48493.606,90620.73300000001,Maharashtra
Latur,585632.0,428616.0,29574.504,175732.56,125155.87199999999,157016.0,4867.496,57310.84,110225.232,Maharashtra
Osmanabad,444990.0,367158.0,20560.847999999998,126669.51,107577.294,77832.0,1945.8000000000002,18913.176,53781.912,Maharashtra
Solapur,1156231.0,779929.0,45235.882,287013.872,309631.813,376302.0,4139.322,81657.534,280344.99,Maharashtra
Satara,975471.0,774522.0,37951.578,185110.758,478654.596,200949.0,2612.3370000000004,41998.341,161763.945,Maharashtra
Ratnagiri,639362.0,538538.0,39851.812000000005,164792.628,210568.358,100824.0,2520.6000000000004,23290.344,74206.46399999999,Maharashtra
Sindhudurg,340836.0,295847.0,23667.760000000002,121297.26999999999,45560.438,44989.0,1304.6809999999998,13856.612,31087.398999999998,Maharashtra
Kolhapur,1179314.0,796496.0,45400.272000000004,319394.896,197531.008,382818.0,9953.268,117142.308,298215.222,Maharashtra
Sangli,853673.0,626872.0,38866.064,239465.104,139165.584,226801.0,6350.427999999999,71669.116,131090.978,Maharashtra
Adilabad,817714.0,597466.0,46602.348,176849.93600000002,191786.586,220248.0,4184.7119999999995,67836.384,134131.032,Telangana
Nizamabad,720298.0,565165.0,29953.745,157115.87000000002,396180.665,155133.0,4188.591,32112.531,116970.282,Telangana
Karimnagar,1165280.0,877236.0,35966.67599999999,251766.732,589502.5920000001,288044.0,5472.836,47815.304000000004,236196.08,Telangana
Medak,789132.0,593653.0,27308.038,163848.228,441677.83200000005,195479.0,5864.37,46524.002,169675.772,Telangana
Hyderabad,1066289.0,0.0,0.0,0.0,0.0,1066289.0,12795.468,236716.158,796517.883,Telangana
Rangareddy,1561322.0,432098.0,22036.998,118394.85199999998,261419.28999999998,1129224.0,27101.376,285693.672,876277.8239999999,Telangana
Mahbubnagar,1010015.0,848963.0,55182.595,303079.791,117156.89400000001,161052.0,4509.455999999999,37847.22,113863.76400000001,Telangana
Nalgonda,1030937.0,833504.0,35840.672,265054.272,245050.17599999998,197433.0,4343.526000000001,50147.982,168805.215,Telangana
Warangal,1046987.0,758738.0,38695.638,245831.112,259488.396,288249.0,5188.482000000001,60532.29,243282.15600000002,Telangana
Khammam,870625.0,669262.0,29447.528000000002,231564.65200000003,212825.316,201363.0,2416.356,39064.422,170353.098,Telangana
Srikakulam,902436.0,752752.0,16560.544,191951.76,327447.12,149684.0,1047.7879999999998,24248.808,143696.63999999998,Andhra Pradesh
Vizianagaram,749514.0,592458.0,36732.396,182477.06399999998,106049.98199999999,157056.0,2669.952,29840.64,122660.73599999999,Andhra Pradesh
Visakhapatnam,1379340.0,718847.0,42411.973000000005,245845.67400000003,229312.193,660493.0,11228.381000000001,160499.799,536320.316,Andhra Pradesh
East Godavari,1605841.0,1199479.0,101955.71500000001,465397.85199999996,356245.263,406362.0,11784.498,96307.794,334842.288,Andhra Pradesh
West Godavari,1255628.0,1007255.0,52377.26,341459.44499999995,376713.37,248373.0,5464.206,56132.298,212110.54200000002,Andhra Pradesh
Krishna,1476334.0,909292.0,31825.220000000005,291882.732,116389.376,567042.0,9639.714,121346.988,373680.678,Andhra Pradesh
Guntur,1582990.0,1069877.0,35305.941,330591.993,114476.83899999999,513113.0,9749.146999999999,102622.6,340707.032,Andhra Pradesh
Prakasam,1087575.0,873486.0,27951.552,259425.34199999998,186926.004,214089.0,2354.9790000000003,36395.130000000005,178764.315,Andhra Pradesh
Sri Potti Sriramulu Nellore,953513.0,689137.0,26876.343,209497.648,323894.38999999996,264376.0,4494.392000000001,55254.583999999995,230800.248,Andhra Pradesh
Y.S.R.,884093.0,590589.0,28348.272,177176.69999999998,347856.921,293504.0,6457.088000000001,61929.344000000005,260338.048,Andhra Pradesh
Kurnool,1090835.0,783853.0,34489.53200000001,241426.724,440525.38600000006,306982.0,5218.694,61703.382000000005,285493.26,Andhra Pradesh
Anantapur,1244428.0,902997.0,37925.874,279929.07,419893.60500000004,341431.0,6487.188999999999,74773.389,294654.953,Andhra Pradesh
Chittoor,516663.6425,344332.1893,14461.951950600002,102610.9924114,96413.01300400002,395900.0,7918.0,83930.8,306426.60000000003,Andhra Pradesh
Belgaum,1318975.0,962777.0,41399.411,268614.783,245508.135,356198.0,6767.762,59128.868,280684.024,Karnataka
Bagalkot,490657.0,324799.0,8444.774000000001,71130.98099999999,92242.916,165858.0,1824.438,30849.588000000003,131193.67799999999,Karnataka
Bijapur,527490.0,396449.0,13082.817000000001,107041.23000000001,109419.92400000001,131041.0,1834.5739999999998,27518.61,95266.807,Karnataka
Bidar,389403.0,287134.0,8326.885999999999,62308.078,63169.48,102269.0,1329.497,21374.220999999998,77928.978,Karnataka
Raichur,455848.0,330446.0,12226.502000000002,74019.904,64767.416000000005,125402.0,1504.824,18434.093999999997,102202.62999999999,Karnataka
Koppal,337649.0,272968.0,12829.496,105092.68000000001,50499.08,64681.0,1228.939,16493.655,46829.04400000001,Karnataka
Gadag,291972.0,180066.0,9363.432,77248.314,12964.752000000002,111906.0,4140.522000000001,36817.07399999999,47560.049999999996,Karnataka
Dharwad,483104.0,199707.0,9985.35,113233.869,17574.216,283397.0,8501.91,85019.09999999999,192993.357,Karnataka
Uttara Kannada,474792.0,334281.0,23733.950999999997,144409.39200000002,33428.1,140511.0,5058.396000000001,43417.899,70817.544,Karnataka
Haveri,413564.0,315076.0,16383.952000000001,124139.94399999999,37809.119999999995,98488.0,3644.0560000000005,26296.296000000002,47668.191999999995,Karnataka
Bellary,623480.0,371604.0,18951.804,155330.47199999998,34187.568,251876.0,8563.784000000001,89919.732,106543.548,Karnataka
Chitradurga,447348.0,349704.0,13638.456,141280.416,80781.62400000001,97644.0,1952.88,28316.76,80068.08,Karnataka
Davanagere,530691.0,354680.0,22699.52,170601.08000000002,179468.08000000002,176011.0,5632.352,65652.103,141864.86599999998,Karnataka
Shimoga,554106.0,352444.0,17622.2,158247.356,99389.20799999998,201662.0,5848.197999999999,60296.937999999995,140558.41400000002,Karnataka
Udupi,385389.0,269817.0,14570.118000000002,107656.983,32647.857,115572.0,3467.16,33284.736000000004,73388.22,Karnataka
Chikmagalur,392426.0,311660.0,18387.940000000002,140247.0,59527.06,80766.0,1615.32,25602.822,59686.07400000001,Karnataka
Tumkur,890242.0,685443.0,39755.693999999996,315989.223,204262.014,204799.0,5734.371999999999,62873.293,165682.391,Karnataka
Bangalore,3267960.0,300576.0,21942.048,137663.808,185755.968,2967384.0,94956.288,955497.648,2602395.768,Karnataka
Mandya,562302.0,458867.0,19272.414,158309.115,383612.812,103435.0,2172.135,25858.75,99297.59999999999,Karnataka
Hassan,628981.0,496103.0,27285.665,225726.86500000002,268391.723,132878.0,3853.4619999999995,40527.79,118792.932,Karnataka
Dakshina Kannada,650292.0,332919.0,19309.302,136163.87099999998,60924.176999999996,317373.0,7934.325000000001,88547.067,261832.72499999998,Karnataka
Kodagu,212974.0,181182.0,4529.55,52180.416000000005,135524.136,31792.0,349.71200000000005,6326.607999999999,30774.656,Karnataka
Mysore,920982.0,540596.0,24326.82,238943.432,148663.90000000002,380386.0,11791.966,117539.274,326751.574,Karnataka
Chamarajanagar,319880.0,262680.0,16286.16,127925.16000000002,70135.56,57200.0,1372.8,16988.399999999998,51422.8,Karnataka
Gulbarga,600007.0,400704.0,14826.048000000003,163487.232,353020.22399999993,199303.0,3188.848,52416.689000000006,194519.728,Karnataka
Yadgir,262995.0,207787.0,9558.202,83114.8,163736.156,55208.0,1766.656,18439.471999999998,53551.76,Karnataka
Kolar,477609.0,326567.0,17308.051,156752.16,88173.09000000001,151042.0,3322.9240000000004,43046.969999999994,142281.564,Karnataka
Chikkaballapura,409702.0,315649.0,22095.43,149933.275,48609.945999999996,94053.0,4232.385,35175.822,60476.079,Karnataka
Bangalore Rural,326462.0,231052.0,8548.924,100276.568,10397.34,95410.0,1431.1499999999999,27478.08,65069.62,Karnataka
Ramanagara,351784.0,266950.0,14682.25,136678.4,11478.849999999999,84834.0,2460.1859999999997,29182.895999999997,34103.268000000004,Karnataka
North Goa,325089.0,115859.0,5908.808999999999,47386.331,29544.045000000002,209230.0,3347.6800000000003,66116.68000000001,167802.46000000002,Goa
South Goa,251493.0,88620.0,4342.38,33941.46,20382.600000000002,162873.0,2605.968,45441.566999999995,137301.93899999998,Goa
Lakshadweep,21242.0,5289.0,195.69300000000004,1930.485,3993.195,15953.0,271.201,4642.323,14565.088999999998,Lakshadweep
Kasaragod,417805.0,251641.0,17111.588,109463.835,70459.48000000001,166164.0,5317.2480000000005,56828.088,147055.14,Kerala
Kannur,872479.0,306288.0,5513.184,70446.24,210419.85600000003,566191.0,6228.101000000001,110973.436,482960.923,Kerala
Wayanad,277988.0,266183.0,5323.66,62286.82199999999,196443.054,11805.0,177.075,2880.42,10057.86,Kerala
Kozhikode,990336.0,323793.0,5633.9982,132301.8198,317511.4158,666543.0,3199.4064,95448.9576,651279.1653,Kerala
Malappuram,1157129.0,634543.0,48225.268,202419.217,563474.184,522586.0,14109.822000000002,96678.41,504818.076,Kerala
Palakkad,894341.0,665899.0,41285.738,207094.589,641260.737,228442.0,4797.282,44317.74799999999,225015.37,Kerala
Thrissur,1051867.0,336748.0,30307.32,119208.79199999999,308797.916,715119.0,39331.545,286047.60000000003,681508.407,Kerala
Ernakulam,1174691.0,369694.0,24399.804,100187.07400000001,358603.18,804997.0,28979.892000000003,155364.421,790507.054,Kerala
Idukki,412433.0,391610.0,16447.620000000003,108084.36000000002,377903.64999999997,20823.0,520.575,4435.299,20510.655,Kerala
Kottayam,678161.0,481967.0,26026.218000000004,170616.318,425094.89400000003,196194.0,6474.402,55130.514,186188.106,Kerala
Alappuzha,723536.0,331419.0,16902.369,116659.48800000001,321145.011,392117.0,16076.796999999999,111753.34499999999,385451.011,Kerala
Pathanamthitta,472840.0,414992.0,20749.600000000002,122837.63200000001,402127.248,57848.0,1793.288,12900.104,56864.584,Kerala
Kollam,925130.0,523715.0,43468.345,230958.315,464535.205,401415.0,5619.8099999999995,94332.525,398605.095,Kerala
Thiruvananthapuram,1169117.0,559293.0,25727.478,195752.55,536921.28,609824.0,15855.424,161603.36000000002,598847.168,Kerala
Thiruvallur,1119433.0,387237.0,29817.249,115783.863,351998.433,732196.0,47592.740000000005,195496.33200000002,693389.6120000001,Tamil Nadu
Chennai,1314125.0,0.0,0.0,0.0,0.0,1314125.0,36795.49999999999,311447.625,1261560.0,Tamil Nadu
Kancheepuram,1213504.0,438799.0,32909.924999999996,131200.90099999998,408083.07,774705.0,42608.775,189028.02,746815.6200000001,Tamil Nadu
Vellore,1140300.0,653499.0,66656.898,223496.65800000002,600565.581,486801.0,29694.861,126081.459,468789.363,Tamil Nadu
Tiruvannamalai,710163.0,563102.0,18582.366,182445.048,159357.866,147061.0,1470.6100000000001,26618.041000000005,130590.168,Tamil Nadu
Viluppuram,967314.0,808042.0,18584.966,256149.314,236756.30599999998,159272.0,1274.176,28031.872000000003,136336.832,Tamil Nadu
Salem,1170352.0,572813.0,13174.699,159242.01400000002,109980.096,597539.0,8963.085,125483.19,425447.76800000004,Tamil Nadu
Namakkal,627484.0,370357.0,8518.211,107403.53,46294.625,257127.0,3342.6510000000003,48082.749,167389.67699999997,Tamil Nadu
Erode,843684.0,411286.0,8225.72,148062.96,54289.752,432398.0,6485.969999999999,102910.724,283653.088,Tamil Nadu
The Nilgiris,264105.0,112126.0,2578.898,36104.572,16370.395999999999,151979.0,1975.727,37082.876,83436.47099999999,Tamil Nadu
Dindigul,713542.0,443818.0,7988.724000000001,112729.772,138471.216,269724.0,3236.688,65542.932,147269.304,Tamil Nadu
Karur,364661.0,212241.0,4244.82,60700.92600000001,71525.217,152420.0,1676.6200000000001,36275.96,97243.96,Tamil Nadu
Tiruchirappalli,875727.0,452707.0,9506.847,156636.622,191495.061,423020.0,8037.38,153979.28,249158.78,Tamil Nadu
Perambalur,188592.0,155413.0,2797.434,48955.095,29373.056999999997,33179.0,464.506,8593.361,19044.746,Tamil Nadu
Ariyalur,254277.0,223955.0,4927.01,64946.95,51509.65,30322.0,272.898,6094.722000000001,20346.061999999998,Tamil Nadu
Cuddalore,758209.0,497429.0,11938.296,148233.842,119382.95999999999,260780.0,3129.36,55806.92,193498.76,Tamil Nadu
Nagapattinam,517740.0,399016.0,8778.352,120502.832,62246.496,118724.0,1068.516,20064.356,65535.64800000001,Tamil Nadu
Thiruvarur,408179.0,321331.0,10925.254,121784.44900000001,45629.00199999999,86848.0,1736.96,24056.895999999997,44553.024,Tamil Nadu
Thanjavur,753372.0,479070.0,11497.68,186358.23,95334.93,274302.0,4114.53,72415.728,188171.172,Tamil Nadu
Pudukkottai,503941.0,399712.0,12790.784,178671.264,124710.144,104229.0,2501.496,32310.989999999998,72647.61300000001,Tamil Nadu
Sivaganga,452417.0,309224.0,12678.184,138532.35199999998,97405.56,143193.0,2434.281,39950.846999999994,104244.504,Tamil Nadu
Madurai,1010441.0,417718.0,18797.309999999998,180036.45799999998,120302.78400000001,592723.0,11854.460000000001,170111.501,443356.804,Tamil Nadu
Theni,410623.0,189328.0,7951.776000000001,74784.56,33511.056,221295.0,3540.7200000000003,55545.045,153357.435,Tamil Nadu
Virudhunagar,734724.0,363782.0,10913.46,115318.894,86943.898,370942.0,5193.187999999999,81607.24,291189.47000000003,Tamil Nadu
Ramanathapuram,417239.0,290478.0,6100.0380000000005,93243.43800000001,60128.945999999996,126761.0,1014.088,21929.653000000002,107493.328,Tamil Nadu
Thoothukkudi,636739.0,336078.0,7057.638000000001,118299.456,83347.344,300661.0,3908.5930000000003,89897.639,156343.72,Tamil Nadu
Tirunelveli,1064667.0,547962.0,9315.354000000001,147949.74000000002,80002.45199999999,516705.0,4650.345,99724.065,242334.645,Tamil Nadu
Kanniyakumari,598041.0,104253.0,3127.5899999999997,35863.032,23456.925,493788.0,7900.608,123940.788,348614.328,Tamil Nadu
Dharmapuri,487926.0,396819.0,7936.38,132934.36500000002,111902.95799999998,91107.0,1184.391,21136.823999999997,66599.217,Tamil Nadu
Krishnagiri,580540.0,437988.0,7007.808,132710.364,145412.016,142552.0,1568.0720000000001,35780.552,89665.208,Tamil Nadu
Coimbatore,1169752.0,284795.0,7689.465000000001,101387.02,236664.645,884957.0,26548.71,292035.81,782301.988,Tamil Nadu
Tiruppur,894908.0,356886.0,8922.15,118129.266,38186.801999999996,538022.0,8608.352,123745.06000000001,317432.98,Tamil Nadu
Yanam,15519.0,0.0,0.0,0.0,0.0,15519.0,93.114,2839.977,12151.376999999999,Pondicherry
PONDICHERRY,291037.0,87296.0,1396.736,23919.103999999996,29069.567999999996,203741.0,1629.928,49101.581000000006,158714.239,Pondicherry
Mahe,12110.0,0.0,0.0,0.0,0.0,12110.0,84.77,2857.96,9082.5,Pondicherry
Karaikal,69333.0,35618.0,926.0680000000001,11362.142,12751.243999999999,33715.0,404.58,6405.85,27814.875,Pondicherry
Nicobars,15958.0,15958.0,335.118,5872.544,7596.008000000001,0.0,0.0,0.0,0.0,Andaman and Nicobar Islands
North  AND Middle Andaman,40185.0,39091.0,1055.457,17317.313,18763.68,1094.0,72.20400000000001,611.5459999999999,613.734,Andaman and Nicobar Islands
South Andaman,85532.0,34901.0,1221.535,11691.835000000001,22580.947,50631.0,607.572,10835.034,44454.018000000004,Andaman and Nicobar Islands
